"LocalityString"	"Drainage"	"Country"	"State"	"County"	"Continent"
Clarks Creek, trib. to Little Bayou Pierre, 3.5 mi. SE Pattison.	Mississippi River	United States of America	Mississippi	Claiborne	North America
Black Creek trib. to Pascagoula River, 13.6 mi. E of Wiggins, Hwy. 26.	Pascagoula River	United States of America	Mississippi	Stone	North America
Trib. to Salt Creek 5 mi. S of Jackson, Clarke County Hwy. 15.	Tombigbee River	United States of America	Alabama	Clarke	North America
Little River at Chrysler; 13.5 mi. W of Uriah, AL Hwy. 59.	Alabama River	United States of America	Alabama	Monroe	North America
Cave Springs Creek, trib. to Cedar Creek at Cave Springs - Rolater Park.	Alabama River	United States of America	Georgia	Floyd	North America
Dead Lake (Chipola River) 11 mi. N of Wewahitchka.	Apalachicola River	United States of America	Florida	Calhoun	North America
Dead Lake (Chipola River) about 11 mi. N of Wewahitchka.	Chipola River	United States of America	Florida	Calhoun	North America
Apalachicola River 3.2 mi. N of Apalachicola.	Apalachicola River	United States of America	Florida	Franklin	North America
Apalachicola River at Chattahoochee, US Hwy. 90.	Apalachicola River	United States of America	Florida	Gadsden	North America
Alabama River at Cahaba Landing; at mouth of Cahaba River; at town of Cahaba.	Alabama River	United States of America	Alabama	Dallas	North America
Alabama River at jct. with Cahaba River.	Alabama River	United States of America	Alabama	Dallas	North America
Oxbow at Alabama River at Choctaw Bluff.	Alabama River	United States of America	Alabama	Clarke	North America
unspecified	Caribbean Sea				Caribbean Sea
Gulf of Mexico between Grand Bayou and Shell Canal and 8-10 mi. S of Empire Canal.	Gulf of Mexico	United States of America	Louisiana	Plaquemines	North America
Tenaha Bayou 13.3 mi. S Logansport, LA, on TX Hwy. 139.	Sabine River	United States of America	Texas	Shelby	North America
Independence Creek, 26 mi. S of Sheffield, Hwy. 349.	Pecos River	United States of America	Texas	Terrell	North America
Independence Creek, 30 mi. SE of Sheffield Chandler's Ranch near mouth at Pecos River.	Pecos River	United States of America	Texas	Terrell	North America
Gregario Lake 15.2 mi. E of Cuba, Hwy. 126.	Rio Grande	United States of America	New Mexico	Rio Arriba	North America
Cebolla Creek, trib. to Jemez River 1.8 mi. S of Seven Springs.	Rio Grande	United States of America	New Mexico	Sandoval	North America
Rio Grande, 3.9 mi. N of Pena Blanco.	Rio Grande	United States of America	New Mexico	Sandoval	North America
Rio Grande del Norte at Espanola, Hwy. 84.	Rio Grande	United States of America	New Mexico	Rio Arriba	North America
Pearl River at lower end of Nancy's Reach, 5.8 miles E of Talisheek.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Caribbean Sea	Atlantic Ocean				Caribbean Sea
unspecified	Caribbean Sea				Caribbean Sea
unspecified	Caribbean Sea				Caribbean Sea
Pearl River 0.5 mile below Richardson Landing, 1.5 mi. SE of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Gulf of Mexico at town of Pine Island; Pine Island Park.	Gulf of Mexico	United States of America	Florida	Hernando	North America
Pearl River between mouth of Coburn & Bogalusa Creeks, 1.4 mi. E of Hwy. 7 in Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. downstream from Richardson Landing; 1.5 mi. SE of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
St. Johns River, 6 mi. W of San Mateo.	St. Johns River	United States of America	Florida	Putnam	North America
St. Johns River, 6 mi. W of San Mateo.	St. Johns River	United States of America	Florida	Putnam	North America
St. Johns River, 6.5 mi. W of San Mateo.	St. Johns River	United States of America	Florida	Putnam	North America
Pearl River between mouth of Coburn & Bogalusa Creeks; 1.4 mi. E of Hwy. 21 in Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Big Creek at Fishville, LA Hwy. 8.	Red River	United States of America	Louisiana	Grant	North America
Pearl River just above mouth of Coburn Creek 1.5 mi. E of Hwy. 7 in Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River between mouth of Coburn & Bogalusa Creeks, 1.4 mi. E of Hwy. 7 in Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. downstream from Richardson Landing, 1.5 mi. SE of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River just above dam at Pools Bluff, 4 mi. S of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Oscewichee Springs, trib. to Ocmulgee River, 4.2 mi. NE of Bowers Mill.	Altamaha River	United States of America	Georgia	Wilcox	North America
Trib. to Little River 12.1 mi. NE of Monticello, Hwy. 83.	Altamaha River	United States of America	Georgia	Jasper	North America
Hudson River, trib. to Broad River about 2 mi. N of Homer, Hwy. 441.	Savannah River	United States of America	Georgia	Banks	North America
Tecolote Creek, trib. to Pecos River, 11 mi. SW of Las Vegas, US Hwy. 85.	Pecos River	United States of America	New Mexico	San Miguel	North America
Dead Lake, 11 mi. N of Wewahitchka.	Apalachicola River	United States of America	Florida	Calhoun	North America
Coosawattee River 3.9 mi. SW of Ellijay; along dirt road on N side of river.	Alabama River	United States of America	Georgia	Gilmer	North America
Tombigbee River 9 mi. NW of Columbus.	Tombigbee River	United States of America	Mississippi	Lowndes	North America
San Felipe Springs on eastern edge of Del Rio, Hwy. 90.	Rio Grande	United States of America	Texas	Val Verde	North America
Independence Creek, just above mouth at Pecos River on Chandler's Ranch; 30 mi. SE of Sheffield.	Pecos River	United States of America	Texas	Terrell	North America
Pecos River just below mouth of Independence Creek; 30 mi. SE of Sheffield on Joe Chandler's Ranch.	Pecos River	United States of America	Texas	Terrell	North America
Independence Creek in springs area just above mouth at Pecos River; Joe Chandler's Ranch 30 mi. SE of Sheffield.	Pecos River	United States of America	Texas	Terrell	North America
Unnamed tributary to Pecos River, 7 mi. W of Malaga, Hwy. 396.	Pecos River	United States of America	New Mexico	Eddy	North America
Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Atlantic Ocean, Lat. 28 40' N Long. 80 13'W to Lat. 28 38'N Long. 80 10'W. 18-20 fathoms.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean, Lat. 27 35' 4'N Long. 80 4' 4'W to Lat. 27 36' 3'S Long. 80 25' 00'W.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean; Lat. 27 35'04'N  Long. 80 04'04'W - Lat. 27 36'03'N Long. 80 25'00'W; Station #4.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean, Cruise #10.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean, Lat. 21 41' N  Long. 86 33'30'W to Lat. 21 41'N  Long. 86 33'30W.	Atlantic Ocean				Atlantic Ocean
unspecified	Atlantic Ocean				Atlantic Ocean
Caribbean Sea.	Caribbean Sea				Caribbean Sea
Caribbean Sea, SE of western end of Cuba about 50 mi.	Caribbean Sea				Caribbean Sea
Caribbean Sea.	Caribbean Sea				Caribbean Sea
Caribbean Sea.	Caribbean Sea				Caribbean Sea
Caribbean Sea	Caribbean Sea				Caribbean Sea
Atlantic Ocean;Cruise #10.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean;Cruise #10.	Atlantic Ocean				Atlantic Ocean
Atlantic Ocean between Sand Cay and Salt Cay.	Atlantic Ocean	Turks Islands			Atlantic Ocean
Atlantic Ocean, S point of Salt Cay Island; Cruise #10.	Atlantic Ocean	Turks Islands			North America
Atlantic Ocean, near Turks Islands; Cruise #10.	Atlantic Ocean				Atlantic Ocean
Caribbean Sea, E end of Hollandes Cay.	Caribbean Sea				Caribbean Sea
Caribbean Sea, just off Duarte Cay.	Caribbean Sea				Atlantic Ocean
Caribbean Sea at Duarte Cay.	Caribbean Sea				Caribbean Sea
Sabine River 0.6 mi. N of Columbus, Hwy. 476.	Sabine River	United States of America	Louisiana	Sabine	North America
Pearl River at River Mile 51; 12.5 mi. below Pools Bluff Sill (Fish Sta. #9).	Pearl River	United States of America	Louisiana	St. Tammany	North America
Atlantic Ocean on Lower Matecumbe Key, 1.2 mi. W of upper end.	Atlantic Ocean	United States of America	Florida	Monroe	North America
Pearl River between Coburn & Bogalusa Creeks; 1.5 mi. E of Bogalusa	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River, 1.5 mi. SE of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pond just S of Pearl River at Pools Bluff Sill; 4 mi. S of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River just above Coburn Creek; 1.4 mi. E of Bogalusa - Stat. #1.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa - Stat. #3.	Pearl River	United States of America	Louisiana	Washington	North America
Glen Spring, trib. to Black Warrior River; 1.4 mi. S of Hwy. 150 on Hwy. 20 in Bessemer.	Tombigbee River	United States of America	Alabama	Jefferson	North America
Cahaba River 2 mi. S of Centerville.	Alabama River	United States of America	Alabama	Bibb	North America
Cahaba River 1 mi. W of Sprott just above Hwy. 183 bridge.	Alabama River	United States of America	Alabama	Perry	North America
Pearl River just above Coburn Creek; 1.4 mi. E of Bogalusa - Stat. #1.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa - Fish Stat. #3.	Pearl River	United States of America	Louisiana	Washington	North America
Tidal Creek on Santa Rosa Island; 6.7 mi. W of Pensacola Beach.	Gulf of Mexico	United States of America	Florida	Escambia	North America
Sandy Creek, trib. to East Bay 13.4 mi. W of Wewahitchka, Hwy. 22.	St. Andrews Bay	United States of America	Florida	Bay	North America
San Felipe Springs at Del Rio.	Rio Grande	United States of America	Texas	Val Verde	North America
Pecos River at Carlsbad; from below dam to below Hwy. 80 bridge.	Pecos River	United States of America	New Mexico	Eddy	North America
"11 mi. NE of Wewahitchka, Dead Lake."	Dead Lake	United States of America	Florida	Calhoun	North America
"11 mi. NE of Wewahitchka, Dead Lake."	Dead Lake	United States of America	Florida	Gulf	North America
"11 mi. NE of Wewahitchka, Dead Lake."	Dead Lake	United States of America	Florida	Calhoun	North America
"11 mi. NE of Wewahitchka, in Dead Lake."	Dead Lake	United States of America	Florida	Calhoun	North America
"11 mi. NE of Wewahitchka, in Dead Lake."	Dead Lake	United States of America	Florida	Calhoun	North America
"11 mi. NE of Wewahitchka, in Dead Lake."	Dead Lake	United States of America	Florida	Calhoun	North America
Trib. to Satilla River 3 mi. SSW of Osierfield.	Satilla River	United States of America	Georgia	Irwin	North America
Oscewichee Springs 3.7 mi. NE of Bowen Mill.	Altamaha River	United States of America	Georgia	Wilcox	North America
Perdido Bay off mouth of Herrion Bayou.	Perdido Bay	United States of America	Florida	Escambia	North America
Choctaw Bluff; 18.3 mi. SE of Jackson.	Mobile Bay	United States of America	Alabama	Clarke	North America
Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa - Stat. #2	Pearl River	United States of America	Louisiana	Washington	North America
Devils River just below Dolan Falls; 20.7 mi. SW of Loma Alta.	Rio Grande	United States of America	Texas	Val Verde	North America
Devils River and springs below Dolan Falls; 20.7 mi. SW of Loma Alta.	Rio Grande	United States of America	Texas	Val Verde	North America
Pacific Ocean near Callao, Peru; from Callao Fish Market; Station 754.	Pacific Ocean	Peru	Callao		South America
Pacific Ocean; Station #751.	Pacific Ocean	Peru			South America
Pacific Ocean off Peru, Station #754.	Pacific Ocean	Peru			South America
Lobos de Afuera Island, Pacific Ocean; Station #757.	Pacific Ocean	Peru			South America
Pacific Ocean off coast of Peru; Station #760.	Pacific Ocean	Peru			South America
Pacific Ocean off coast of Peru; Station #761.	Pacific Ocean	Peru			South America
Pacific Ocean; Station #756.	Pacific Ocean	Peru			South America
Pacific Ocean off Peru; Anton Bruun Station #764.	Pacific Ocean	Peru			South America
Pacific Ocean off Peru - Station 767.	Pacific Ocean	Peru			South America
Pacific Ocean, Station #769.	Pacific Ocean				Pacific Ocean
Pacific Ocean, Station #770.	Pacific Ocean				Pacific Ocean
Pacific Ocean near Guayaquil; Station #774.	Pacific Ocean	Ecuador			South America
Pacific Ocean off Peru.	Pacific Ocean	Peru			South America
Pacific Ocean off Peru.	Pacific Ocean	Peru			South America
Pacific Ocean off Ecuador; Station #778.	Pacific Ocean	Ecuador			South America
Crater pool in protected cove along southwestern shore of Isla Isabela.	Pacific Ocean	Ecuador	Galapagos Islands		South America
Pacific Ocean off Guayaquil, Ecuador	Pacific Ocean	Ecuador	Guayas		South America
Pearl River between mouth of Coburn & Bogalusa Creeks; 1.4 mi. E of Bogalusa - Stat. #2.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River just above sill at Pools Bluff; 4 mi. S of Bogalusa - Fish Stat. #5.	Pearl River	United States of America	Louisiana	Washington	North America
West Pearl River - Fish Stat. #19.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Pools in Cypress Swamp next to Pools Bluff Sill; 4 mi. S of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Atlantic Ocean at Key Largo 1.1 mi. E of Key Largo.	Atlantic Ocean	United States of America	Florida	Monroe	North America
Florida Bay at Islamorada Public Beach at Islamorada.	Florida Bay	United States of America	Florida	Monroe	North America
Atlantic Ocean at Knights Key near Marathon.	Atlantic Ocean	United States of America	Florida	Monroe	North America
Alabama River at Evans Upper Bar; River Mile 135.8.	Alabama River	United States of America	Alabama	Wilcox	North America
Tidal area at S end of Meaher State Park.	Mobile Bay	United States of America	Alabama	Baldwin	North America
Small trib. to Blakely River about 1 mi. N of Spanish Fort.	Mobile Bay	United States of America	Alabama	Baldwin	North America
Bay Minette Creek 2.3 mi. N of Spanish Fort Creek, Hwy. 225.	Mobile Bay	United States of America	Alabama	Baldwin	North America
Red River at River Mile 86 at Ryland Revetment 17 mi. below Alexandria; Station 6.	Red River	United States of America	Louisiana	Rapides	North America
Red River at River Mile 90 at Ausa Landing 13 mi. below Alexandria; Station 5.	Red River	United States of America	Louisiana	Rapides	North America
Red River at River Mile 94; 9 mi. below Alexandria at Grand Bend; Station 4.	Red River	United States of America	Louisiana	Rapides	North America
Red River at River Mile 96.5; 0.5 mi. below Hudson Revetment; Station 3A.	Red River	United States of America	Louisiana	Rapides	North America
Wingfield Creek trib. to Terre Noire Creek, 13.9 mi. NW of Arkadelphia, Hwy. 8.	Red River	United States of America	Arkansas	Clark	North America
Greathouse Springs and Spring Run, trib. to Clear Creek, along Hwy. 112; 4.3 mi. N of Fayetteville.	Arkansas River	United States of America	Arkansas	Washington	North America
Buffalo Creek 1.3 mi. S of Cove, Hwy. 71.	Red River	United States of America	Arkansas	Polk	North America
Pearl River between Coburn & Bogalusa Creeks; 1.5 mi. E of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa - Fish Stat. #3.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River at River Mile 54, 2.3 miles SE of Bogalusa - Fish Stat. #4.	Pearl River	United States of America	Louisiana	Washington	North America
Alabama River at Evans Upper Bar, River Mile 135.8.	Alabama River	United States of America	Alabama	Wilcox	North America
Gulf of Mexico 11.5 mi. S of Port Aransas; Gulf Beach access road #2.	Gulf of Mexico	United States of America	Texas	Nueces	North America
Gulf of Mexico 11.5 mi. S of Port Aransas; Gulf Beach access road #2.	Gulf of Mexico	United States of America	Texas	Nueces	North America
